Case-Acc #,Band No. ,Species,Scientific Name,Order,Family,Capture Status,Age,Sex,Location,Region,Date Collected,Season,Year,Sample 1,Result,Ct,PCR Date,Final HA Result,MA PCR of Egg Fluid
CDX16-3862,271832,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3866,271836,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3867,271837,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3868,271838,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3869,271839,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3870,271840,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3871,271841,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3873,271843,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3874,271844,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3875,271845,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3876,271846,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3877,271847,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3878,271848,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3879,271849,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3880,271850,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3881,271851,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3882,271852,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3883,271853,Glaucous Gull X Herring Gull hybrid,Larus hyperboreus x L. argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3884,271854,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3885,342030,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3886,271855,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3887,271856,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3888,271857,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3889,271858,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3890,271859,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3891,271860,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3892,271861,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3855,342062,Herring Gull,Larus argentatus,Charadriiformes,Laridae,R,4CY+,U,Sandgerdi,Southwest,9/23/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/2/2015,,
CDX16-3904,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3905,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3906,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3907,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3908,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3909,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3910,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3911,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3912,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3913,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3914,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3915,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3916,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3917,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3918,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3919,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3920,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3921,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Husavik,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3922,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Akureyri,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3923,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Akureyri,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3925,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Akureyri,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3926,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Akureyri,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3927,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Akureyri,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-3928,-,Rock Ptarmigan,Lagopus muta,Galliformes,Phasianidae,N,U,U,Akureyri,Northeast,11/2/2014,Autumn,2014,Oral/Cloacal Combined Swab,N,No Ct,10/13/2015,,
CDX16-4232,273011,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,P,38.56,2/23/2016,N,
CDX16-4233,273012,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,P,44.21,2/23/2016,N,
CDX16-4221,-,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4222,273001,Iceland Gull,Larus glaucoides,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4223,273002,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4224,273003,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4225,273004,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4226,273005,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4227,273006,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4228,273007,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4229,273008,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4230,273009,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4231,273010,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4234,273013,Glaucous Gull X Herring Gull hybrid,Larus hyperboreus x L. argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4235,273014,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4236,273015,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4237,273016,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4238,273017,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4239,273018,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4240,273019,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/7/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4266,351310,Iceland Gull,Larus glaucoides,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,P,26.61,2/23/2016,P,16.44
CDX16-4270,273046,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,P,44.65,2/23/2016,P,15.81
CDX16-4267,273043,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,P,38.35,2/23/2016,N,
CDX16-4268,273044,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,P,43.47,2/23/2016,N,
CDX16-4241,273020,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4242,273021,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4243,351308,Iceland Gull,Larus glaucoides,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4244,351309,Iceland Gull,Larus glaucoides,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4245,273022,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4246,273023,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4247,273024,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4248,273025,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,3CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4249,273026,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,3CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4250,273027,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4251,273028,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4252,273029,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4253,273030,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4254,273031,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4255,273032,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4256,273033,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4257,273034,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4258,273035,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4259,273036,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4260,273037,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4261,273038,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,3CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4262,273039,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4263,273040,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4264,273041,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4265,273042,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4269,273045,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4271,273047,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4272,273048,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4273,273049,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4274,273050,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4275,272910,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4276,351311,Iceland Gull,Larus glaucoides,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4277,272911,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4278,272912,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4279,272913,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4280,272914,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4281,272915,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4282,272916,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4283,272917,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4284,272918,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4285,272919,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4286,272920,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4287,272921,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY,U,Sandgerdi,Southwest,11/10/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4301,272935,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/11/2015,Autumn,2015,Oral/Cloacal Combined Swab,P,37.79,2/23/2016,N,
CDX16-4319,272953,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/11/2015,Autumn,2015,Oral/Cloacal Combined Swab,P,38.85,2/24/2016,N,
CDX16-4288,272922,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/11/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4289,272923,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/11/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4290,272924,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/11/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,3/1/2016,,
CDX16-4291,272925,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/11/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4292,272926,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,11/11/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
CDX16-4293,272927,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,11/11/2015,Autumn,2015,Oral/Cloacal Combined Swab,N,No Ct,2/23/2016,,
