"County","State","Outbreak Date","Flock Type","Flock Size"
"King","Washington","06-07-2022","WOAH Poultry","50"
"Mchenry","North Dakota","06-06-2022","WOAH Poultry","30"
"Maricopa","Arizona","06-05-2025","Commercial Table Egg Pullets","342100"
"Cherokee","Iowa","06-03-2024","Commercial Turkey Meat Bird","100000"
"Berks","Pennsylvania","06-02-2022","Commercial Duck Meat Bird","30100"
"Snohomish","Washington","06-02-2022","WOAH Non-Poultry","30"
"Toombs","Georgia","06-01-2022","WOAH Non-Poultry","490"
"Richland","South Carolina","05-31-2024","WOAH Non-Poultry","30"
"Stearns","Minnesota","05-31-2024","Commercial Turkey Meat Bird","43000"
"Becker","Minnesota","05-31-2022","WOAH Non-Poultry","40"
"Maricopa","Arizona","05-30-2025","Commercial Table Egg Layer","1354200"
"Stearns","Minnesota","05-29-2024","Commercial Turkey Meat Bird","32400"
"Sioux","Iowa","05-28-2024","Commercial Table Egg Layer","4287400"
"Maricopa","Arizona","05-27-2025","Commercial Table Egg Layer","1552000"
"Essex","New Jersey","05-27-2025","Live Bird Market","120"
"Snohomish","Washington","05-27-2022","WOAH Non-Poultry","40"
"King","Washington","05-25-2022","WOAH Non-Poultry","20"
"King","Washington","05-24-2022","WOAH Non-Poultry","7"
"Ada","Idaho","05-24-2022","WOAH Non-Poultry","30"
"King","Washington","05-24-2022","WOAH Non-Poultry","180"
"Bayfield","Wisconsin","05-23-2022","WOAH Non-Poultry","40"
"Berks","Pennsylvania","05-23-2022","Commercial Duck Breeder","4700"
"Morrison","Minnesota","05-21-2024","Commercial Turkey Meat Bird","51900"
"Stearns","Minnesota","05-21-2024","Commercial Turkey Meat Bird","17100"
"Stearns","Minnesota","05-21-2024","Commercial Turkey Breeder Hens","6800"
"Stearns","Minnesota","05-21-2024","Commercial Turkey Meat Bird","7000"
"Meeker","Minnesota","05-21-2024","Commercial Table Egg Layer","1368800"
"Dakota","Minnesota","05-21-2022","Commercial Turkey Meat Bird","54400"
"Jerome","Idaho","05-20-2024","WOAH Poultry","80"
"Campbell","Wyoming","05-20-2022","WOAH Non-Poultry","30"
"Polk","Minnesota","05-20-2022","WOAH Non-Poultry","50"
"Ada","Idaho","05-20-2022","WOAH Non-Poultry","7"
"Codington","South Dakota","05-20-2022","WOAH Poultry","80"
"Maricopa","Arizona","05-19-2025","Commercial Table Egg Layer","2258100"
"Northampton","Pennsylvania","05-19-2025","WOAH Non-Poultry","30"
"Allen","Indiana","05-19-2022","WOAH Non-Poultry","7"
"Jefferson","Colorado","05-19-2022","WOAH Non-Poultry","10"
"Ada","Idaho","05-19-2022","WOAH Poultry","70"
"Canyon","Idaho","05-19-2022","WOAH Non-Poultry","10"
"Canyon","Idaho","05-19-2022","WOAH Non-Poultry","10"
"Ada","Idaho","05-19-2022","WOAH Non-Poultry","30"
"Rowan","North Carolina","05-18-2023","WOAH Non-Poultry","30"
"Phelps","Missouri","05-18-2023","WOAH Non-Poultry","80"
"Berks","Pennsylvania","05-18-2022","Commercial Duck Breeder","7200"
"Canyon","Idaho","05-18-2022","WOAH Non-Poultry","10"
"Canyon","Idaho","05-18-2022","WOAH Poultry","160"
"Canyon","Idaho","05-18-2022","WOAH Poultry","6"
"Kandiyohi","Minnesota","05-18-2022","Commercial Turkey Breeder Toms","4700"
"Clay","Minnesota","05-18-2022","WOAH Non-Poultry","20"
"Ada","Idaho","05-18-2022","WOAH Non-Poultry","6"
"Canyon","Idaho","05-17-2022","WOAH Poultry","30"
"Salt Lake","Utah","05-17-2022","WOAH Non-Poultry","30"
"Canyon","Idaho","05-17-2022","WOAH Non-Poultry","50"
"Lane","Oregon","05-17-2022","WOAH Poultry","450"
"Ada","Idaho","05-17-2022","WOAH Non-Poultry","20"
"Berks","Pennsylvania","05-17-2022","Commercial Table Egg Layer","79000"
"Boone","Illinois","05-17-2022","WOAH Non-Poultry","20"
"Thurston","Washington","05-17-2022","WOAH Non-Poultry","410"
"Monmouth","New Jersey","05-17-2022","WOAH Poultry","60"
"Burke","North Dakota","05-17-2022","WOAH Non-Poultry","50"
"Canyon","Idaho","05-17-2022","WOAH Poultry","30"
"Ada","Idaho","05-17-2022","WOAH Poultry","9"
"Dunn","Wisconsin","05-16-2022","WOAH Non-Poultry","150"
"Berks","Pennsylvania","05-14-2022","Commercial Table Egg Breeder","83700"
"Hutchinson","South Dakota","05-13-2025","Commercial Turkey Meat Bird","30900"
"Barron","Wisconsin","05-13-2022","Commercial Turkey Meat Bird","10500"
"Lincoln","Wyoming","05-13-2022","WOAH Non-Poultry","40"
"Canyon","Idaho","05-13-2022","WOAH Non-Poultry","9"
"Ada","Idaho","05-13-2022","WOAH Non-Poultry","60"
"Sheridan","Wyoming","05-13-2022","WOAH Non-Poultry","20"
"Marinette","Wisconsin","05-13-2022","WOAH Non-Poultry","90"
"Essex","New Jersey","05-12-2025","Live Bird Market","1400"
"Chisago","Minnesota","05-12-2022","WOAH Non-Poultry","40"
"Ada","Idaho","05-12-2022","WOAH Non-Poultry","10"
"Okanogan","Washington","05-12-2022","WOAH Non-Poultry","20"
"Whatcom","Washington","05-12-2022","WOAH Non-Poultry","80"
"Grant","Minnesota","05-12-2022","WOAH Non-Poultry","310"
"Nobles","Minnesota","05-11-2023","WOAH Non-Poultry","100"
"Cache","Utah","05-11-2022","WOAH Non-Poultry","20"
"Chisago","Minnesota","05-11-2022","WOAH Poultry","160"
"Clallam","Washington","05-11-2022","WOAH Non-Poultry","10"
"Clallam","Washington","05-11-2022","WOAH Non-Poultry","10"
"Pierce","Washington","05-11-2022","WOAH Non-Poultry","20"
"Ada","Idaho","05-11-2022","WOAH Non-Poultry","4"
"Jerome","Idaho","05-10-2024","WOAH Poultry","1100"
"Jerome","Idaho","05-10-2024","WOAH Non-Poultry","20"
"Ionia","Michigan","05-10-2024","WOAH Non-Poultry","90"
"Pierce","Washington","05-10-2022","WOAH Non-Poultry","20"
"Crow Wing","Minnesota","05-10-2022","WOAH Poultry","150"
"Muskegon","Michigan","05-10-2022","Commercial Turkey Meat Bird","35100"
"Berks","Pennsylvania","05-10-2022","Commercial Duck Meat Bird","37300"
"Todd","Minnesota","05-10-2022","WOAH Non-Poultry","50"
"Berks","Pennsylvania","05-10-2022","Commercial Duck Breeder","23800"
"Lancaster","Pennsylvania","05-10-2022","Commercial Table Egg Layer","72300"
"Ada","Idaho","05-10-2022","WOAH Poultry","70"
"Anne Arundel","Maryland","05-09-2025","WOAH Non-Poultry","7"
"San Francisco","California","05-09-2024","Live Bird Market","700"
"Canyon","Idaho","05-09-2022","WOAH Poultry","50"
"Miami-dade","Florida","05-08-2025","Live Bird Market","280"
"Spokane","Washington","05-07-2022","WOAH Non-Poultry","80"
"Barron","Wisconsin","05-07-2022","Commercial Turkey Meat Bird","20100"
"Cassia","Idaho","05-06-2024","WOAH Non-Poultry","600"
"Oakland","Michigan","05-06-2022","WOAH Non-Poultry","50"
"Anoka","Minnesota","05-06-2022","WOAH Non-Poultry","10"
"Fergus","Montana","05-06-2022","WOAH Non-Poultry","20"
"Kidder","North Dakota","05-05-2025","WOAH Poultry","310"
"Posey","Indiana","05-05-2023","WOAH Non-Poultry","20"
"Pacific","Washington","05-05-2022","WOAH Poultry","40"
"Linn","Oregon","05-05-2022","WOAH Non-Poultry","90"
"Pierce","Wisconsin","05-05-2022","WOAH Non-Poultry","30"
"Day","South Dakota","05-04-2022","WOAH Poultry","80"
"Hamlin","South Dakota","05-04-2022","WOAH Non-Poultry","20"
"Bremer","Iowa","05-04-2022","WOAH Non-Poultry","50"
"Carver","Minnesota","05-04-2022","WOAH Non-Poultry","30"
"Chisago","Minnesota","05-03-2022","WOAH Non-Poultry","30"
"Fond Du Lac","Wisconsin","05-03-2022","WOAH Non-Poultry","20"
"Berks","Pennsylvania","05-03-2022","Commercial Duck Meat Bird","74300"
"Berks","Pennsylvania","05-03-2022","Commercial Duck Breeder","29600"
"Kane","Illinois","05-03-2022","WOAH Non-Poultry","50"
"Beadle","South Dakota","05-03-2022","Commercial Turkey Meat Bird","56200"
"Barron","Wisconsin","05-03-2022","Commercial Turkey Meat Bird","46700"
"Polk","Wisconsin","05-03-2022","WOAH Non-Poultry","120"
"Sauk","Wisconsin","05-03-2022","WOAH Non-Poultry","40"
"Barron","Wisconsin","05-03-2022","Commercial Turkey Meat Bird","19300"
"Lyon","Minnesota","05-03-2022","Commercial Turkey Meat Bird","120300"
"Douglas","Illinois","05-02-2025","WOAH Poultry","4400"
"Porter","Indiana","05-02-2025","WOAH Non-Poultry","400"
"Dodge","Minnesota","05-02-2024","Commercial Breeder Operation","14100"
"Gratiot","Michigan","05-02-2024","Commercial Turkey Meat Bird","26400"
"Aurora","South Dakota","04-30-2025","Commercial Table Egg Layer","633900"
"Clay","Florida","04-30-2024","WOAH Non-Poultry","20"
"Morrison","Minnesota","04-30-2022","WOAH Non-Poultry","50"
"Branch","Michigan","04-30-2022","WOAH Non-Poultry","20"
"Chisago","Minnesota","04-30-2022","WOAH Non-Poultry","60"
"Sequoyah","Oklahoma","04-30-2022","Commercial Broiler Breeder","13800"
"Chisago","Minnesota","04-30-2022","WOAH Non-Poultry","30"
"Pondera","Montana","04-29-2022","WOAH Non-Poultry","2000"
"Matanuska Susitna","Alaska","04-29-2022","WOAH Non-Poultry","30"
"Gallatin","Montana","04-29-2022","WOAH Non-Poultry","20"
"Stearns","Minnesota","04-29-2022","Commercial Turkey Breeder Hens","9600"
"Washington","Nebraska","04-29-2022","WOAH Non-Poultry","50"
"Barron","Wisconsin","04-29-2022","WOAH Non-Poultry","150"
"Fergus","Montana","04-29-2022","WOAH Non-Poultry","110"
"Weld","Colorado","04-29-2022","Commercial Table Egg Layer","1366200"
"Oconto","Wisconsin","04-29-2022","WOAH Non-Poultry","220"
"Lancaster","Pennsylvania","04-29-2022","Commercial Duck Meat Bird","19300"
"Barron","Wisconsin","04-28-2022","Commercial Turkey Meat Bird","110700"
"Carver","Minnesota","04-28-2022","WOAH Non-Poultry","20"
"Johnson","Indiana","04-28-2022","WOAH Non-Poultry","40"
"Caledonia","Vermont","04-28-2022","WOAH Non-Poultry","30"
"Swift","Minnesota","04-28-2022","WOAH Non-Poultry","20"
"Wexford","Michigan","04-28-2022","WOAH Poultry","70"
"Saginaw","Michigan","04-27-2022","WOAH Non-Poultry","80"
"Lancaster","Pennsylvania","04-27-2022","Commercial Broiler Breeder Pullets","18100"
"Knox","Nebraska","04-27-2022","Commercial Table Egg Layer","2118000"
"Republic","Kansas","04-27-2022","WOAH Poultry","110"
"Gratiot","Michigan","04-26-2024","Commercial Turkey Meat Bird","27700"
"Lancaster","Pennsylvania","04-26-2022","Commercial Table Egg Layer","307400"
"Missoula","Montana","04-26-2022","WOAH Non-Poultry","70"
"Kossuth","Iowa","04-26-2022","WOAH Non-Poultry","4"
"Richland","North Dakota","04-26-2022","WOAH Poultry","20"
"Cassia","Idaho","04-25-2024","WOAH Non-Poultry","40"
"Cache","Utah","04-25-2022","Commercial Table Egg Layer","1501200"
"Menominee","Michigan","04-25-2022","WOAH Non-Poultry","40"
"Stearns","Minnesota","04-25-2022","Commercial Turkey Meat Bird","14600"
"Rice","Minnesota","04-25-2022","WOAH Non-Poultry","90"
"Queens","New York","04-24-2025","Live Bird Market","0"
"Stutsman","North Dakota","04-24-2025","WOAH Poultry","50"
"Ottawa","Michigan","04-24-2024","Commercial Turkey Meat Bird","104000"
"Routt","Colorado","04-24-2023","WOAH Non-Poultry","20"
"Stearns","Minnesota","04-23-2025","WOAH Non-Poultry","4"
"Polk","Wisconsin","04-23-2022","WOAH Non-Poultry","40"
"Lancaster","Pennsylvania","04-22-2022","Commercial Broiler Production","50300"
"Yellow Medicine","Minnesota","04-22-2022","Commercial Turkey Meat Bird","49500"
"Otter Tail","Minnesota","04-22-2022","Commercial Turkey Meat Bird","27300"
"Swift","Minnesota","04-22-2022","Commercial Turkey Meat Bird","127400"
"Renville","North Dakota","04-21-2022","WOAH Non-Poultry","70"
"Richland","North Dakota","04-21-2022","Commercial Turkey Meat Bird","27500"
"Todd","Minnesota","04-21-2022","Commercial Turkey Meat Bird","19700"
"Morrison","Minnesota","04-21-2022","Commercial Turkey Meat Bird","40900"
"Bremer","Iowa","04-21-2022","Commercial Turkey Meat Bird","29200"
"Todd","Minnesota","04-21-2022","Commercial Turkey Meat Bird","37000"
"Elkhart","Indiana","04-20-2022","Commercial Duck Meat Bird","6600"
"Glacier","Montana","04-20-2022","WOAH Poultry","54200"
"Stearns","Minnesota","04-20-2022","Commercial Turkey Meat Bird","72000"
"Madison","Idaho","04-20-2022","WOAH Poultry","200"
"Todd","Minnesota","04-20-2022","Commercial Turkey Meat Bird","30300"
"Stearns","Minnesota","04-20-2022","Commercial Turkey Meat Bird","62800"
"Lancaster","Pennsylvania","04-20-2022","Commercial Table Egg Layer","879400"
"Lancaster","Pennsylvania","04-20-2022","Commercial Table Egg Layer","1127700"
"Todd","Minnesota","04-20-2022","Commercial Turkey Meat Bird","30100"
"Dickey","North Dakota","04-19-2023","Commercial Turkey Meat Bird","58500"
"Beadle","South Dakota","04-19-2023","Commercial Turkey Meat Bird","75800"
"Kandiyohi","Minnesota","04-19-2022","Commercial Turkey Meat Bird","35700"
"Morrison","Minnesota","04-19-2022","Commercial Turkey Meat Bird","17600"
"Swift","Minnesota","04-19-2022","Commercial Turkey Meat Bird","31600"
"La Plata","Colorado","04-19-2022","WOAH Poultry","40"
"Stutsman","North Dakota","04-19-2022","WOAH Poultry","20"
"Otter Tail","Minnesota","04-19-2022","Commercial Turkey Meat Bird","29700"
"Montrose","Colorado","04-19-2022","Commercial Broiler Breeder","58000"
"Morrison","Minnesota","04-19-2022","Commercial Turkey Meat Bird","47700"
"Gooding","Idaho","04-19-2022","WOAH Non-Poultry","80"
"Kandiyohi","Minnesota","04-19-2022","Commercial Turkey Meat Bird","38700"
"Morrison","Minnesota","04-19-2022","Commercial Turkey Meat Bird","58100"
"Meeker","Minnesota","04-19-2022","Commercial Turkey Meat Bird","53000"
"Queens","New York","04-18-2025","Live Bird Market","930"
"Kings","New York","04-18-2023","Live Bird Market","1400"
"Roosevelt","New Mexico","04-17-2024","Commercial Breeder (Multiple Bird Species)","51800"
"Newaygo","Michigan","04-17-2024","Commercial Turkey Meat Bird","67200"
"Moffat","Colorado","04-17-2023","WOAH Non-Poultry","80"
"Bonneville","Idaho","04-17-2023","WOAH Non-Poultry","40"
"Putnam","New York","04-17-2023","WOAH Poultry","110"
"Ionia","Michigan","04-16-2024","Commercial Table Egg Layer","2422700"
"Menominee","Michigan","04-16-2022","WOAH Non-Poultry","30"
"Roosevelt","New Mexico","04-15-2024","Commercial Breeder (Multiple Bird Species)","15900"
"Miami-dade","Florida","04-15-2024","Live Bird Market","90"
"Polk","Wisconsin","04-15-2022","Commercial Turkey Meat Bird","22000"
"Macomb","Michigan","04-15-2022","WOAH Non-Poultry","40"
"Livingston","Michigan","04-15-2022","WOAH Non-Poultry","20"
"Utah","Utah","04-15-2022","WOAH Non-Poultry","7"
"Lancaster","Pennsylvania","04-15-2022","Commercial Table Egg Layer","1380500"
"Queens","New York","04-14-2025","Live Bird Market","390"
"Darke","Ohio","04-14-2025","Commercial Table Egg Layer","293300"
"Rosebud","Montana","04-14-2023","WOAH Non-Poultry","0"
"Sheridan","Nebraska","04-14-2023","WOAH Non-Poultry","10"
"Gooding","Idaho","04-14-2022","WOAH Poultry","20"
"Lamoure","North Dakota","04-14-2022","WOAH Non-Poultry","10"
"Meeker","Minnesota","04-14-2022","Commercial Turkey Meat Bird","73200"
"Caribou","Idaho","04-14-2022","WOAH Non-Poultry","7"
"Columbia","Wisconsin","04-14-2022","WOAH Non-Poultry","70"
"Sheboygan","Wisconsin","04-14-2022","WOAH Non-Poultry","20"
"Blue Earth","Minnesota","04-14-2022","Commercial Turkey Meat Bird","26400"
"Elkhart","Indiana","04-14-2022","Commercial Duck Breeder","6400"
"Barnes","North Dakota","04-13-2022","WOAH Poultry","90"
"Blue Earth","Minnesota","04-13-2022","Commercial Turkey Meat Bird","22700"
"Benton","Minnesota","04-13-2022","WOAH Non-Poultry","7"
"Menominee","Michigan","04-13-2022","WOAH Poultry","350"
"Otter Tail","Minnesota","04-13-2022","Commercial Turkey Meat Bird","35700"
"Waseca","Minnesota","04-13-2022","Commercial Turkey Meat Bird","20300"
"Deuel","South Dakota","04-13-2022","Commercial Upland Gamebird Producer","1400"
"Mcpherson","Kansas","04-13-2022","Commercial Turkey Breeder Hens","6900"
"Roosevelt","New Mexico","04-12-2024","Commercial Breeder (Multiple Bird Species)","61500"
"Modoc","California","04-12-2023","WOAH Non-Poultry","60"
"Putnam","New York","04-12-2023","WOAH Poultry","200"
"Pueblo","Colorado","04-12-2023","WOAH Non-Poultry","30"
"Morrison","Minnesota","04-12-2022","Commercial Table Egg Layer","216200"
"Morrison","Minnesota","04-12-2022","Commercial Turkey Meat Bird","37600"
"Kandiyohi","Minnesota","04-12-2022","Commercial Turkey Meat Bird","37100"
"Barron","Wisconsin","04-12-2022","Commercial Turkey Meat Bird","46500"
"Morrison","Minnesota","04-12-2022","Commercial Broiler Production","42900"
"Yellow Medicine","Minnesota","04-12-2022","Commercial Turkey Meat Bird","44800"
"Toole","Montana","04-12-2022","WOAH Non-Poultry","20"
"Sheridan","North Dakota","04-12-2022","WOAH Non-Poultry","30"
"Benton","Minnesota","04-12-2022","WOAH Non-Poultry","130"
"Wayne","North Carolina","04-12-2022","Commercial Broiler Production","89700"
"Dixon","Nebraska","04-12-2022","Commercial Table Egg Layer","1746900"
"Hardin","Iowa","04-11-2025","WOAH Non-Poultry","410"
"Queens","New York","04-11-2025","Live Bird Market","240"
"Jefferson","New York","04-11-2025","WOAH Non-Poultry","200"
"Meeker","Minnesota","04-11-2024","Commercial Turkey Meat Bird","68500"
"Menominee","Michigan","04-11-2022","WOAH Non-Poultry","70"
"Grant","Kansas","04-10-2024","WOAH Poultry","17700"
"Mitchell","Kansas","04-10-2023","WOAH Non-Poultry","30"
"Roosevelt","New Mexico","04-09-2025","WOAH Non-Poultry","9"
"Ionia","Michigan","04-09-2024","Commercial Table Egg Layer","2147500"
"Swift","Minnesota","04-09-2022","Commercial Turkey Meat Bird","130900"
"Stearns","Minnesota","04-09-2022","Commercial Turkey Meat Bird","26100"
"Yankton","South Dakota","04-09-2022","Commercial Turkey Meat Bird","76100"
"Le Sueur","Minnesota","04-09-2022","Commercial Turkey Meat Bird","37800"
"Curry","New Mexico","04-08-2025","WOAH Poultry","200"
"Beadle","South Dakota","04-08-2025","Commercial Turkey Meat Bird","33400"
"Queens","New York","04-08-2025","Live Bird Market","0"
"Elkhart","Indiana","04-08-2022","Commercial Duck Breeder","4700"
"Otter Tail","Minnesota","04-08-2022","Commercial Turkey Meat Bird","29900"
"Pitkin","Colorado","04-08-2022","WOAH Poultry","30"
"Renville","Minnesota","04-08-2022","Commercial Turkey Meat Bird","76400"
"Edmunds","South Dakota","04-08-2022","Commercial Turkey Meat Bird","36400"
"Stutsman","North Dakota","04-08-2022","WOAH Poultry","40"
"Clark","South Dakota","04-08-2022","Commercial Turkey Meat Bird","38700"
"Sheboygan","Wisconsin","04-07-2025","WOAH Poultry","38900"
"Queens","New York","04-07-2025","Live Bird Market","300"
"Judith Basin","Montana","04-07-2022","WOAH Non-Poultry","20"
"Cascade","Montana","04-07-2022","WOAH Poultry","22000"
"Racine","Wisconsin","04-07-2022","WOAH Poultry","220"
"Kandiyohi","Minnesota","04-07-2022","Commercial Turkey Breeder Hens","20800"
"Wayne","North Carolina","04-07-2022","Commercial Turkey Meat Bird","18500"
"Mcpherson","South Dakota","04-06-2022","Commercial Turkey Meat Bird","45900"
"Wayne","North Carolina","04-06-2022","Commercial Broiler Production","216000"
"Fulton","New York","04-06-2022","WOAH Non-Poultry","4"
"Wayne","North Carolina","04-06-2022","Commercial Broiler Production","65600"
"Park","Wyoming","04-06-2022","WOAH Non-Poultry","100"
"Dade","Missouri","04-06-2022","Commercial Turkey Meat Bird","14000"
"Waseca","Minnesota","04-06-2022","Commercial Turkey Meat Bird","17900"
"Queens","New York","04-05-2023","Live Bird Market","1300"
"Beadle","South Dakota","04-05-2022","Commercial Turkey Meat Bird","55600"
"Spink","South Dakota","04-05-2022","Commercial Turkey Meat Bird","26300"
"Big Stone","Minnesota","04-05-2022","Commercial Turkey Meat Bird","49500"
"Wayne","North Carolina","04-05-2022","Commercial Turkey Meat Bird","14200"
"Faulk","South Dakota","04-05-2022","Commercial Turkey Meat Bird","48000"
"Waseca","Minnesota","04-05-2022","Commercial Turkey Meat Bird","25500"
"Hardin","Iowa","04-05-2022","Commercial Turkey Meat Bird","46000"
"Stearns","Minnesota","04-05-2022","Commercial Turkey Meat Bird","40800"
"Morrison","Minnesota","04-05-2022","Commercial Turkey Meat Bird","105300"
"Morrison","Minnesota","04-05-2022","Commercial Turkey Meat Bird","26200"
"Meeker","Minnesota","04-05-2022","Commercial Turkey Meat Bird","128500"
"Clark","South Dakota","04-05-2022","Commercial Turkey Meat Bird","24000"
"Sheridan","Wyoming","04-05-2022","WOAH Non-Poultry","50"
"Waldo","Maine","04-05-2022","WOAH Non-Poultry","50"
"Scotts Bluff","Nebraska","04-05-2022","WOAH Non-Poultry","30"
"Orleans","New York","04-05-2022","WOAH Poultry","30"
"Lawrence","Missouri","04-05-2022","Commercial Turkey Meat Bird","27600"
"Cass","North Dakota","04-05-2022","WOAH Non-Poultry","110"
"Larimer","Colorado","04-04-2025","WOAH Non-Poultry","20"
"Becker","Minnesota","04-04-2022","Commercial Turkey Meat Bird","44700"
"Kandiyohi","Minnesota","04-04-2022","Commercial Turkey Breeder Hens","20400"
"Mcpherson","South Dakota","04-04-2022","Commercial Turkey Meat Bird","61000"
"Hamilton","Iowa","04-04-2022","Commercial Turkey Poult Supplier","8100"
"Kandiyohi","Minnesota","04-04-2022","Commercial Turkey Meat Bird","38500"
"Lamoure","North Dakota","04-04-2022","Commercial Turkey Meat Bird","50900"
"Kandiyohi","Minnesota","04-04-2022","Commercial Turkey Breeder Hens","48500"
"Morrison","Minnesota","04-04-2022","Commercial Turkey Meat Bird","32400"
"Le Sueur","Minnesota","04-03-2023","WOAH Non-Poultry","100"
"Dodge","Minnesota","04-03-2022","Commercial Turkey Meat Bird","20000"
"Erath","Texas","04-03-2022","Commercial Upland Gamebird Producer","1700"
"Le Sueur","Minnesota","04-03-2022","Commercial Turkey Meat Bird","19600"
"Queens","New York","04-02-2025","Live Bird Market","40"
"Ionia","Michigan","04-02-2024","Commercial Table Egg Layer","1928500"
"Parmer","Texas","04-02-2024","Commercial Table Egg Layer","1894100"
"Johnston","North Carolina","04-02-2022","Commercial Turkey Meat Bird","9500"
"Spink","South Dakota","04-02-2022","Commercial Turkey Meat Bird","41800"
"Johnston","North Carolina","04-02-2022","Commercial Turkey Meat Bird","18900"
"Lake","South Dakota","04-02-2022","Commercial Turkey Meat Bird","59000"
"Humboldt","Iowa","04-02-2022","Commercial Table Egg Breeder","15300"
"Sac","Iowa","04-02-2022","Commercial Turkey Meat Bird","37200"
"Stearns","Minnesota","04-02-2022","Commercial Turkey Meat Bird","27600"
"Lamoure","North Dakota","04-02-2022","Commercial Turkey Meat Bird","27400"
"Wayne","North Carolina","04-02-2022","Commercial Turkey Meat Bird","16900"
"Delaware","New York","04-01-2025","WOAH Non-Poultry","60"
"Rock","Wisconsin","04-01-2022","WOAH Non-Poultry","20"
"Jasper","Missouri","04-01-2022","Commercial Turkey Meat Bird","35300"
"Edmunds","South Dakota","04-01-2022","Commercial Turkey Breeder Replacement Hens","30600"
"Fremont","Wyoming","04-01-2022","WOAH Non-Poultry","50"
"Dickey","North Dakota","04-01-2022","Commercial Turkey Meat Bird","60700"
"Charles Mix","South Dakota","04-01-2022","Commercial Turkey Meat Bird","81500"
"Morrison","Minnesota","03-31-2022","Commercial Turkey Meat Bird","52600"
"Stearns","Minnesota","03-31-2022","WOAH Non-Poultry","150"
"Osceola","Iowa","03-31-2022","Commercial Table Egg Layer","5011700"
"Cherokee","Iowa","03-31-2022","Commercial Turkey Meat Bird","88000"
"Mcpherson","South Dakota","03-31-2022","Commercial Turkey Breeder Hens","26000"
"Carroll","Illinois","03-31-2022","WOAH Non-Poultry","40"
"Dickey","North Dakota","03-31-2022","WOAH Poultry","30"
"Umatilla","Oregon","03-30-2023","WOAH Non-Poultry","50"
"Park","Wyoming","03-30-2022","WOAH Non-Poultry","40"
"Buena Vista","Iowa","03-30-2022","Commercial Turkey Meat Bird","35600"
"Lincoln","Maine","03-30-2022","WOAH Non-Poultry","3"
"Brule","South Dakota","03-30-2022","Commercial Turkey Meat Bird","55100"
"Spink","South Dakota","03-29-2022","Commercial Turkey Meat Bird","45900"
"Kidder","North Dakota","03-29-2022","WOAH Poultry","30"
"Kandiyohi","Minnesota","03-29-2022","Commercial Turkey Meat Bird","39500"
"Edmunds","South Dakota","03-29-2022","Commercial Turkey Breeder Hens","21900"
"Bon Homme","South Dakota","03-29-2022","Commercial Turkey Meat Bird","48200"
"Johnson","Wyoming","03-29-2022","WOAH Non-Poultry","40"
"Lac Qui Parle","Minnesota","03-29-2022","Commercial Turkey Meat Bird","22500"
"Monroe","New York","03-29-2022","WOAH Poultry","400"
"Knox","Maine","03-29-2022","WOAH Non-Poultry","40"
"Franklin","Ohio","03-29-2022","WOAH Non-Poultry","8"
"Berkshire","Massachusetts","03-29-2022","WOAH Non-Poultry","260"
"Johnston","North Carolina","03-29-2022","Commercial Turkey Meat Bird","32100"
"Kosciusko","Indiana","03-28-2025","Commercial Table Egg Pullets","21600"
"Montgomery","Maryland","03-28-2025","WOAH Non-Poultry","10"
"Guilford","North Carolina","03-28-2024","WOAH Non-Poultry","80"
"Yuma","Colorado","03-28-2023","WOAH Poultry","310"
"Guthrie","Iowa","03-28-2022","Commercial Table Egg Layer","1460000"
"Hamilton","Iowa","03-28-2022","Commercial Turkey Meat Bird","25800"
"Lancaster","Pennsylvania","03-27-2025","WOAH Poultry","160"
"Queens","New York","03-27-2025","Live Bird Market","270"
"Mcpherson","South Dakota","03-27-2022","Commercial Turkey Meat Bird","43900"
"Clark","South Dakota","03-27-2022","Commercial Turkey Meat Bird","43100"
"Hutchinson","South Dakota","03-27-2022","Commercial Turkey Meat Bird","39200"
"Queens","New York","03-26-2025","Live Bird Market","1100"
"Stearns","Minnesota","03-26-2022","Commercial Turkey Meat Bird","23500"
"Washington","Maine","03-26-2022","WOAH Non-Poultry","20"
"Gentry","Missouri","03-26-2022","WOAH Non-Poultry","140"
"Mower","Minnesota","03-26-2022","WOAH Non-Poultry","20"
"Holt","Nebraska","03-26-2022","WOAH Non-Poultry","50"
"Bon Homme","South Dakota","03-26-2022","WOAH Non-Poultry","230"
"Meeker","Minnesota","03-26-2022","Commercial Turkey Meat Bird","287500"
"Miami-dade","Florida","03-25-2025","WOAH Non-Poultry","4"
"Suffolk","New York","03-25-2022","WOAH Poultry","290"
"Franklin","Iowa","03-25-2022","Commercial Table Egg Pullets","250200"
"Hutchinson","South Dakota","03-25-2022","Commercial Turkey Meat Bird","45800"
"Mitchell","Kansas","03-25-2022","WOAH Non-Poultry","20"
"Ingham","Michigan","03-24-2025","WOAH Non-Poultry","20"
"Arapahoe","Colorado","03-24-2023","WOAH Non-Poultry","10"
"Ellsworth","Kansas","03-24-2023","WOAH Non-Poultry","50"
"Buena Vista","Iowa","03-24-2022","Commercial Turkey Meat Bird","53800"
"Macomb","Michigan","03-24-2022","WOAH Non-Poultry","70"
"Jerauld","South Dakota","03-24-2022","Commercial Turkey Meat Bird","44000"
"Butler","Nebraska","03-24-2022","Commercial Broiler Production","418500"
"Lapeer","Michigan","03-23-2023","WOAH Poultry","950"
